input,output,processed_input,difficulty,token_length
"generate question: Designed to meet the scope and sequence of your course, Introduction to Philosophy surveys logic, metaphysics, epistemology, theories of value, and history of philosophy thematically. To provide a strong foundation in global philosophical discourse, diverse primary sources and examples are central to the design, and the text emphasizes engaged reading, critical thinking, research, and analytical skill-building through guided activities.",What topics are covered in 'Introduction to Philosophy'?,"Designed to meet the scope and sequence of your course, Introduction to Philosophy surveys logic, metaphysics, epistemology, theories of value, and history of philosophy thematically. To provide a strong foundation in global philosophical discourse, diverse primary sources and examples are central to the design, and the text emphasizes engaged reading, critical thinking, research, and analytical skill-building through guided activities.",hard,59
"generate question: Designed to meet the scope and sequence of your course, OpenStax Introduction to Political Science provides a strong foundation in global political systems, exploring how and why political realities unfold. Rich with examples of individual and national social action, this text emphasizes students’ role in the political sphere and equips them to be active and informed participants in civil society. Learn more about what this free, openly-licensed textbook has to offer you and your students",What topics are covered in 'Introduction to Political Science'?,"Designed to meet the scope and sequence of your course, OpenStax Introduction to Political Science provides a strong foundation in global political systems, exploring how and why political realities unfold. Rich with examples of individual and national social action, this text emphasizes students’ role in the political sphere and equips them to be active and informed participants in civil society. Learn more about what this free, openly-licensed textbook has to offer you and your students",hard,75
"generate question: Introduction to Intellectual Property provides a clear, effective introduction to patents, copyright, trademarks, and trade secrets. The text may be used by students and instructors in formal courses, as well as those applying intellectual property considerations to entrepreneurship, marketing, law, computer science, engineering, design, or other fields. The luminaries involved with this project represent the forefront of knowledge and experience, and the material offers considerable exam",What topics are covered in 'Introduction to Intellectual Property'?,"Introduction to Intellectual Property provides a clear, effective introduction to patents, copyright, trademarks, and trade secrets. The text may be used by students and instructors in formal courses, as well as those applying intellectual property considerations to entrepreneurship, marketing, law, computer science, engineering, design, or other fields. The luminaries involved with this project represent the forefront of knowledge and experience, and the material offers considerable exam",hard,66
"generate question: Introduction to Sociology adheres to the scope and sequence of a typical, one-semester introductory sociology course. It offers comprehensive coverage of core concepts, foundational scholars, and emerging theories. The textbook presents section reviews with rich questions, discussions that help students apply their knowledge, and features that draw learners into the discipline in meaningful ways. The second edition has been updated significantly to reflect the latest research and current,",What topics are covered in 'Introduction to Sociology'?,"Introduction to Sociology adheres to the scope and sequence of a typical, one-semester introductory sociology course. It offers comprehensive coverage of core concepts, foundational scholars, and emerging theories. The textbook presents section reviews with rich questions, discussions that help students apply their knowledge, and features that draw learners into the discipline in meaningful ways. The second edition has been updated significantly to reflect the latest research and current,",hard,68
"generate question: Introduction to Sociology 2e adheres to the scope and sequence of a typical, one-semester introductory sociology course. It offers comprehensive coverage of core concepts, foundational scholars, and emerging theories. The textbook presents section reviews with rich questions, discussions that help students apply their knowledge, and features that draw learners into the discipline in meaningful ways. The second edition has been updated significantly to reflect the latest research and curre",What topics are covered in 'Introduction to Sociology 2e'?,"Introduction to Sociology 2e adheres to the scope and sequence of a typical, one-semester introductory sociology course. It offers comprehensive coverage of core concepts, foundational scholars, and emerging theories. The textbook presents section reviews with rich questions, discussions that help students apply their knowledge, and features that draw learners into the discipline in meaningful ways. The second edition has been updated significantly to reflect the latest research and curre",hard,69
"generate question: Introduction to Sociology 3e aligns to the topics and objectives of many introductory sociology courses. It is arranged in a manner that provides foundational sociological theories and contexts, then progresses through various aspects of human and societal interactions. The new edition is focused on driving meaningful and memorable learning experiences related to critical thinking about society and culture. The text includes comprehensive coverage of core concepts, discussions and data re",What topics are covered in 'Introduction to Sociology 3e'?,"Introduction to Sociology 3e aligns to the topics and objectives of many introductory sociology courses. It is arranged in a manner that provides foundational sociological theories and contexts, then progresses through various aspects of human and societal interactions. The new edition is focused on driving meaningful and memorable learning experiences related to critical thinking about society and culture. The text includes comprehensive coverage of core concepts, discussions and data re",hard,70
"generate question: Introductory Business Statistics is designed to meet the scope and sequence requirements of the one-semester statistics course for business, economics, and related majors. Core statistical concepts and skills have been augmented with practical business examples, scenarios, and exercises. The result is a meaningful understanding of the discipline, which will serve students in their business careers and real-world experiences.",What topics are covered in 'Introductory Business Statistics'?,"Introductory Business Statistics is designed to meet the scope and sequence requirements of the one-semester statistics course for business, economics, and related majors. Core statistical concepts and skills have been augmented with practical business examples, scenarios, and exercises. The result is a meaningful understanding of the discipline, which will serve students in their business careers and real-world experiences.",hard,58
"generate question: Introductory Business Statistics 2e aligns with the topics and objectives of the typical one-semester statistics course for business, economics, and related majors. The text provides detailed and supportive explanations and extensive step-by-step walkthroughs. The author places a significant emphasis on the development and practical application of formulas so that students have a deeper understanding of their interpretation and application of data. Problems and exercises are largely cente",What topics are covered in 'Introductory Business Statistics 2e'?,"Introductory Business Statistics 2e aligns with the topics and objectives of the typical one-semester statistics course for business, economics, and related majors. The text provides detailed and supportive explanations and extensive step-by-step walkthroughs. The author places a significant emphasis on the development and practical application of formulas so that students have a deeper understanding of their interpretation and application of data. Problems and exercises are largely cente",hard,67
"generate question: Introductory Statistics follows scope and sequence requirements of a one-semester introduction to statistics course and is geared toward students majoring in fields other than math or engineering. The text assumes some knowledge of intermediate algebra and focuses on statistics application over theory. Introductory Statistics includes innovative practical applications that make the text relevant and accessible, as well as collaborative exercises, technology integration problems, and stati",What topics are covered in 'Introductory Statistics'?,"Introductory Statistics follows scope and sequence requirements of a one-semester introduction to statistics course and is geared toward students majoring in fields other than math or engineering. The text assumes some knowledge of intermediate algebra and focuses on statistics application over theory. Introductory Statistics includes innovative practical applications that make the text relevant and accessible, as well as collaborative exercises, technology integration problems, and stati",hard,65
"generate question: Introductory Statistics 2e provides an engaging, practical, and thorough overview of the core concepts and skills taught in most one-semester statistics courses. The text focuses on diverse applications from a variety of fields and societal contexts, including business, healthcare, sciences, sociology, political science, computing, and several others. The material supports students with conceptual narratives, detailed step-by-step examples, and a wealth of illustrations, as well as collab",What topics are covered in 'Introductory Statistics 2e'?,"Introductory Statistics 2e provides an engaging, practical, and thorough overview of the core concepts and skills taught in most one-semester statistics courses. The text focuses on diverse applications from a variety of fields and societal contexts, including business, healthcare, sciences, sociology, political science, computing, and several others. The material supports students with conceptual narratives, detailed step-by-step examples, and a wealth of illustrations, as well as collab",hard,66
"generate question: Life, Liberty, and the Pursuit of Happiness is produced through a collaborative publishing agreement between OpenStax and the Bill of Rights Institute. The course is designed to align with the curriculum guidelines for AP U.S. History from the College Board. The full list of authors and reviewers, with their affiliations, can be found in the Preface to the resource.This content is available for students when instructors set up a course in OpenStax Tutor. Visit www.openstax.org/openstax-tu","What topics are covered in 'Life, Liberty, and the Pursuit of Happiness'?","Life, Liberty, and the Pursuit of Happiness is produced through a collaborative publishing agreement between OpenStax and the Bill of Rights Institute. The course is designed to align with the curriculum guidelines for AP U.S. History from the College Board. The full list of authors and reviewers, with their affiliations, can be found in the Preface to the resource.This content is available for students when instructors set up a course in OpenStax Tutor. Visit www.openstax.org/openstax-tu",hard,75
generate question: Microbiology covers the scope and sequence requirements for a single-semester microbiology course for non-majors. The book presents the core concepts of microbiology with a focus on applications for careers in allied health. The pedagogical features of the text make the material interesting and accessible while maintaining the career-application focus and scientific rigor inherent in the subject matter. Microbiology’s art program enhances students’ understanding of concepts through clear ,What topics are covered in 'Microbiology'?,Microbiology covers the scope and sequence requirements for a single-semester microbiology course for non-majors. The book presents the core concepts of microbiology with a focus on applications for careers in allied health. The pedagogical features of the text make the material interesting and accessible while maintaining the career-application focus and scientific rigor inherent in the subject matter. Microbiology’s art program enhances students’ understanding of concepts through clear,hard,67
"generate question: Makroekonomia – Podstawy to polska adaptacja podręcznika Principles of Macroeconomics 3e. Publikacja przeznaczona jest dla trwających jeden semestr zajęć z podstaw makroekonomii. Treść dopasowano pod względem zakresu i układu do praktyki dydaktycznej stosowanej na większości polskich uczelni prowadzących takie zajęcia. Ponadto polskie wydanie wzbogacono o liczne adaptacje kulturowe.Ze względu na różnorodność terminologii z zakresu makroekonomii obowiązującej na polskich uczelniach, we wsp",What topics are covered in 'Makroekonomia – Podstawy'?,"Makroekonomia – Podstawy to polska adaptacja podręcznika Principles of Macroeconomics 3e. Publikacja przeznaczona jest dla trwających jeden semestr zajęć z podstaw makroekonomii. Treść dopasowano pod względem zakresu i układu do praktyki dydaktycznej stosowanej na większości polskich uczelni prowadzących takie zajęcia. Ponadto polskie wydanie wzbogacono o liczne adaptacje kulturowe.Ze względu na różnorodność terminologii z zakresu makroekonomii obowiązującej na polskich uczelniach, we wsp",hard,61
"generate question: Mikroekonomia – Podstawy to polska adaptacja podręcznika Principles of Microeconomics 2e. Publikacja przeznaczona jest dla trwających jeden semestr zajęć z podstaw mikroekonomii. Treść dopasowano pod względem zakresu i układu do praktyki dydaktycznej stosowanej na większości polskich uczelni prowadzących takie zajęcia. Ponadto polskie wydanie wzbogacono o liczne adaptacje kulturowe.Ze względu na różnorodność terminologii z zakresu mikroekonomii obowiązującej na polskich uczelniach, we wsp",What topics are covered in 'Mikroekonomia – Podstawy'?,"Mikroekonomia – Podstawy to polska adaptacja podręcznika Principles of Microeconomics 2e. Publikacja przeznaczona jest dla trwających jeden semestr zajęć z podstaw mikroekonomii. Treść dopasowano pod względem zakresu i układu do praktyki dydaktycznej stosowanej na większości polskich uczelni prowadzących takie zajęcia. Ponadto polskie wydanie wzbogacono o liczne adaptacje kulturowe.Ze względu na różnorodność terminologii z zakresu mikroekonomii obowiązującej na polskich uczelniach, we wsp",hard,61
"generate question: John McMurry's Organic Chemistry is renowned as the most clearly written book available for organic chemistry. In John McMurry's words, ""I wrote this book because I love writing. I get great pleasure and satisfaction from taking a complicated subject, turning it around until I see it clearly from a new angle, and then explaining it in simple words."" In Organic Chemistry: A Tenth Edition from OpenStax, McMurry continues this tradition while updating scientific discoveries, highlighting new",What topics are covered in 'Organic Chemistry: A Tenth Edition'?,"John McMurry's Organic Chemistry is renowned as the most clearly written book available for organic chemistry. In John McMurry's words, ""I wrote this book because I love writing. I get great pleasure and satisfaction from taking a complicated subject, turning it around until I see it clearly from a new angle, and then explaining it in simple words."" In Organic Chemistry: A Tenth Edition from OpenStax, McMurry continues this tradition while updating scientific discoveries, highlighting new",hard,76
"generate question: This OpenStax resource aligns to introductory courses in Organizational Behavior. The text presents the theory, concepts, and applications with particular emphasis on the impact that individuals and groups can have on organizational performance and culture. An array of recurring features engages students in entrepreneurial thinking, managing change, using tools/technology, and responsible management.",What topics are covered in 'Organizational Behavior'?,"This OpenStax resource aligns to introductory courses in Organizational Behavior. The text presents the theory, concepts, and applications with particular emphasis on the impact that individuals and groups can have on organizational performance and culture. An array of recurring features engages students in entrepreneurial thinking, managing change, using tools/technology, and responsible management.",hard,52
"generate question: This Physics resource was developed under the guidance and support of experienced high school teachers and subject matter experts. It is presented here in multiple formats: PDF, online, and low-cost print. Beginning with an introduction to physics and scientific processes and followed by chapters focused on motion, mechanics, thermodynamics, waves, and light, this book incorporates a variety of tools to engage and inspire students. Hands-on labs, worked examples, and highlights of how phy",What topics are covered in 'Physics'?,"This Physics resource was developed under the guidance and support of experienced high school teachers and subject matter experts. It is presented here in multiple formats: PDF, online, and low-cost print. Beginning with an introduction to physics and scientific processes and followed by chapters focused on motion, mechanics, thermodynamics, waves, and light, this book incorporates a variety of tools to engage and inspire students. Hands-on labs, worked examples, and highlights of how phy",hard,73
generate question: Prealgebra is designed to meet scope and sequence requirements for a one-semester prealgebra course. The book’s organization makes it easy to adapt to a variety of course syllabi. The text introduces the fundamental concepts of algebra while addressing the needs of students with diverse backgrounds and learning styles. Each topic builds upon previously developed material to demonstrate the cohesiveness and structure of mathematics.,What topics are covered in 'Prealgebra'?,Prealgebra is designed to meet scope and sequence requirements for a one-semester prealgebra course. The book’s organization makes it easy to adapt to a variety of course syllabi. The text introduces the fundamental concepts of algebra while addressing the needs of students with diverse backgrounds and learning styles. Each topic builds upon previously developed material to demonstrate the cohesiveness and structure of mathematics.,hard,63
generate question: Prealgebra 2e is designed to meet scope and sequence requirements for a one-semester prealgebra or basic math course. The book’s organization makes it easy to adapt to a variety of course syllabi. The text introduces the fundamental concepts of algebra while addressing the needs of students with diverse backgrounds and learning styles. Each topic builds upon previously developed material to demonstrate the cohesiveness and structure of mathematics.The second edition contains detailed upda,What topics are covered in 'Prealgebra 2e'?,Prealgebra 2e is designed to meet scope and sequence requirements for a one-semester prealgebra or basic math course. The book’s organization makes it easy to adapt to a variety of course syllabi. The text introduces the fundamental concepts of algebra while addressing the needs of students with diverse backgrounds and learning styles. Each topic builds upon previously developed material to demonstrate the cohesiveness and structure of mathematics.The second edition contains detailed upda,hard,72
generate question: Precalculus is adaptable and designed to fit the needs of a variety of precalculus courses. It is a comprehensive text that covers more ground than a typical one- or two-semester college-level precalculus course. The content is organized by clearly-defined learning objectives and includes worked examples that demonstrate problem-solving approaches in an accessible way.,What topics are covered in 'Precalculus'?,Precalculus is adaptable and designed to fit the needs of a variety of precalculus courses. It is a comprehensive text that covers more ground than a typical one- or two-semester college-level precalculus course. The content is organized by clearly-defined learning objectives and includes worked examples that demonstrate problem-solving approaches in an accessible way.,hard,53
"generate question: Precalculus 2e provides a comprehensive exploration of mathematical principles and meets scope and sequence requirements for a typical precalculus course. The text proceeds from functions through trigonometry and ends with an introduction to calculus. The modular approach and the richness of content ensure that the book addresses the needs of a variety of courses. Precalculus 2e offers a wealth of examples with detailed, conceptual explanations, building a strong foundation in the materia",What topics are covered in 'Precalculus 2e'?,"Precalculus 2e provides a comprehensive exploration of mathematical principles and meets scope and sequence requirements for a typical precalculus course. The text proceeds from functions through trigonometry and ends with an introduction to calculus. The modular approach and the richness of content ensure that the book addresses the needs of a variety of courses. Precalculus 2e offers a wealth of examples with detailed, conceptual explanations, building a strong foundation in the materia",hard,72
"generate question: OpenStax’s Preparing for College Success is a comprehensive resource that provides secondary students critical information to prepare for their “to and through” college journey. The book addresses the evolving challenges and opportunities of today’s diverse students. College match, preparing for transition, time management and study skills, building relationships, financial literacy, and career planning are all reflected throughout the material. Preparing for College Success also includes",What topics are covered in 'Preparing for College Success'?,"OpenStax’s Preparing for College Success is a comprehensive resource that provides secondary students critical information to prepare for their “to and through” college journey. The book addresses the evolving challenges and opportunities of today’s diverse students. College match, preparing for transition, time management and study skills, building relationships, financial literacy, and career planning are all reflected throughout the material. Preparing for College Success also includes",hard,65
"generate question: Note: Principles of Financial Accounting and Principles of Managerial Accounting adopters may have received an email announcing the retirement of CNOWV2 for accounting. We are pleased to let you know that Lyryx's widely used online homework for accounting is now fully integrated with OpenStax Financial and Managerial Accounting. The program includes spreadsheets, algorithm problems, and a high degree of customization. Please visit Lyryx to learn more.Principles of Accounting is designed t","What topics are covered in 'Principles of Accounting, Volume 1: Financial Accounting'?","Note: Principles of Financial Accounting and Principles of Managerial Accounting adopters may have received an email announcing the retirement of CNOWV2 for accounting. We are pleased to let you know that Lyryx's widely used online homework for accounting is now fully integrated with OpenStax Financial and Managerial Accounting. The program includes spreadsheets, algorithm problems, and a high degree of customization. Please visit Lyryx to learn more.Principles of Accounting is designed t",hard,71
"generate question: Principles of Economics covers scope and sequence requirements for a two-semester introductory economics course. The authors take a balanced approach to micro- and macroeconomics, to both Keynesian and classical views, and to the theory and application of economics concepts. The text also includes many current examples, which are handled in a politically equitable way.Principles of Economics PDF and web view versions have been updated to include current FRED (Federal Reserve Economic) dat",What topics are covered in 'Principles of Economics'?,"Principles of Economics covers scope and sequence requirements for a two-semester introductory economics course. The authors take a balanced approach to micro- and macroeconomics, to both Keynesian and classical views, and to the theory and application of economics concepts. The text also includes many current examples, which are handled in a politically equitable way.Principles of Economics PDF and web view versions have been updated to include current FRED (Federal Reserve Economic) dat",hard,72
"generate question: Principles of Economics 2e covers the scope and sequence of most introductory economics courses. The text includes many current examples, which are handled in a politically equitable way. The outcome is a balanced approach to the theory and application of economics concepts. The second edition has been thoroughly revised to increase clarity, update data and current event impacts, and incorporate the feedback from many reviewers and adopters.Changes made in Principles of Economics 2e are d",What topics are covered in 'Principles of Economics 2e'?,"Principles of Economics 2e covers the scope and sequence of most introductory economics courses. The text includes many current examples, which are handled in a politically equitable way. The outcome is a balanced approach to the theory and application of economics concepts. The second edition has been thoroughly revised to increase clarity, update data and current event impacts, and incorporate the feedback from many reviewers and adopters.Changes made in Principles of Economics 2e are d",hard,75
"generate question: Principles of Economics 3e covers the scope and sequence of most introductory economics courses. The third edition takes a balanced approach to the theory and application of economics concepts. The text uses conversational language and ample illustrations to explore economic theories, and provides a wide array of examples using both fictional and real-world scenarios. The third edition has been carefully and thoroughly updated to reflect current data and understanding, as well as to provi",What topics are covered in 'Principles of Economics 3e'?,"Principles of Economics 3e covers the scope and sequence of most introductory economics courses. The third edition takes a balanced approach to the theory and application of economics concepts. The text uses conversational language and ample illustrations to explore economic theories, and provides a wide array of examples using both fictional and real-world scenarios. The third edition has been carefully and thoroughly updated to reflect current data and understanding, as well as to provi",hard,74
"generate question: Designed to meet the scope and sequence of your course, Principles of Finance provides a strong foundation in financial applications using an innovative use-case approach to explore their role in business decision-making. An array of financial calculator and downloadable Microsoft Excel data exercises also engage students in experiential learning throughout. With flexible integration of technical instruction and data, this title prepares students for current practice and continual evoluti",What topics are covered in 'Principles of Finance'?,"Designed to meet the scope and sequence of your course, Principles of Finance provides a strong foundation in financial applications using an innovative use-case approach to explore their role in business decision-making. An array of financial calculator and downloadable Microsoft Excel data exercises also engage students in experiential learning throughout. With flexible integration of technical instruction and data, this title prepares students for current practice and continual evoluti",hard,68
"generate question: Principles of Macroeconomics covers the scope and sequence requirements of most introductory macroeconomics courses. The text also includes many current examples, which are handled in a politically equitable way. The outcome is a balanced approach to both Keynesian and classical views, and to the theory and application of economics concepts.Principles of Macroeconomics PDF and web view versions have been updated to include current FRED (Federal Reserve Economic) data.",What topics are covered in 'Principles of Macroeconomics'?,"Principles of Macroeconomics covers the scope and sequence requirements of most introductory macroeconomics courses. The text also includes many current examples, which are handled in a politically equitable way. The outcome is a balanced approach to both Keynesian and classical views, and to the theory and application of economics concepts.Principles of Macroeconomics PDF and web view versions have been updated to include current FRED (Federal Reserve Economic) data.",hard,68
"generate question: Principles of Macroeconomics 2e covers the scope and sequence of most introductory economics courses. The text includes many current examples, which are handled in a politically equitable way. The outcome is a balanced approach to the theory and application of economics concepts. The second edition has been thoroughly revised to increase clarity, update data and current event impacts, and incorporate the feedback from many reviewers and adopters.Changes made in Principles of Macroeconomic",What topics are covered in 'Principles of Macroeconomics 2e'?,"Principles of Macroeconomics 2e covers the scope and sequence of most introductory economics courses. The text includes many current examples, which are handled in a politically equitable way. The outcome is a balanced approach to the theory and application of economics concepts. The second edition has been thoroughly revised to increase clarity, update data and current event impacts, and incorporate the feedback from many reviewers and adopters.Changes made in Principles of Macroeconomic",hard,72
"generate question: Principles of Macroeconomics 3e covers the scope and sequence of most one semester introductory macroeconomics courses. The third edition takes a balanced approach to the theory and application of macroeconomics concepts. The text uses conversational language and ample illustrations to explore economic theories, and provides a wide array of examples using both fictional and real-world scenarios. The third edition has been carefully and thoroughly updated to reflect current data and unders",What topics are covered in 'Principles of Macroeconomics 3e'?,"Principles of Macroeconomics 3e covers the scope and sequence of most one semester introductory macroeconomics courses. The third edition takes a balanced approach to the theory and application of macroeconomics concepts. The text uses conversational language and ample illustrations to explore economic theories, and provides a wide array of examples using both fictional and real-world scenarios. The third edition has been carefully and thoroughly updated to reflect current data and unders",hard,71
"generate question: Principles of Macroeconomics for AP® Courses covers scope and sequence requirements for an Advanced Placement® macroeconomics course and is listed on the College Board’s AP® example textbook list. The text covers classical and Keynesian views, with a prominent section on the Expenditure-Output model to align to the AP® curriculum. The book offers a balanced approach to theory and application, and presents current examples to students in a politically equitable way.Principles of Macroecono",What topics are covered in 'Principles of Macroeconomics for AP® Courses'?,"Principles of Macroeconomics for AP® Courses covers scope and sequence requirements for an Advanced Placement® macroeconomics course and is listed on the College Board’s AP® example textbook list. The text covers classical and Keynesian views, with a prominent section on the Expenditure-Output model to align to the AP® curriculum. The book offers a balanced approach to theory and application, and presents current examples to students in a politically equitable way.Principles of Macroecono",hard,72
"generate question: Principles of Macroeconomics for AP® Courses 2e covers the scope and sequence requirements for an Advanced Placement® macroeconomics course and is listed on the College Board’s AP® example textbook list. The second edition includes many current examples and recent data from FRED (Federal Reserve Economic Data), which are presented in a politically equitable way. The outcome is a balanced approach to the theory and application of economics concepts.The second edition was developed with sig",What topics are covered in 'Principles of Macroeconomics for AP® Courses 2e'?,"Principles of Macroeconomics for AP® Courses 2e covers the scope and sequence requirements for an Advanced Placement® macroeconomics course and is listed on the College Board’s AP® example textbook list. The second edition includes many current examples and recent data from FRED (Federal Reserve Economic Data), which are presented in a politically equitable way. The outcome is a balanced approach to the theory and application of economics concepts.The second edition was developed with sig",hard,74
"generate question: Principles of Management is designed to meet the scope and sequence requirements of the introductory course on management. This is a traditional approach to management using the leading, planning, organizing, and controlling approach. Management is a broad business discipline, and the Principles of Management course covers many management areas such as human resource management and strategic management, as well as behavioral areas such as motivation. No one individual can be an expert in ",What topics are covered in 'Principles of Management'?,"Principles of Management is designed to meet the scope and sequence requirements of the introductory course on management. This is a traditional approach to management using the leading, planning, organizing, and controlling approach. Management is a broad business discipline, and the Principles of Management course covers many management areas such as human resource management and strategic management, as well as behavioral areas such as motivation. No one individual can be an expert in",hard,73
"generate question: Principles of Marketing is designed to meet the scope and sequence for a one-semester marketing course for undergraduate business majors and minors. Principles of Marketing provides a solid grounding in the core concepts and frameworks of marketing theory and analysis so that business students interested in a major or minor in marketing will also be prepared for more rigorous, upper-level elective courses. Concepts are further reinforced through detailed, diverse, and realistic company an",What topics are covered in 'Principles of Marketing'?,"Principles of Marketing is designed to meet the scope and sequence for a one-semester marketing course for undergraduate business majors and minors. Principles of Marketing provides a solid grounding in the core concepts and frameworks of marketing theory and analysis so that business students interested in a major or minor in marketing will also be prepared for more rigorous, upper-level elective courses. Concepts are further reinforced through detailed, diverse, and realistic company an",hard,73
"generate question: Principles of Microeconomics covers the scope and sequence of most introductory microeconomics courses. The text includes many current examples, which are handled in a politically equitable way. The outcome is a balanced approach to the theory and application of economics concepts.Principles of Microeconomics PDF and web view versions have been updated to include current FRED (Federal Reserve Economic) data.",What topics are covered in 'Principles of Microeconomics'?,"Principles of Microeconomics covers the scope and sequence of most introductory microeconomics courses. The text includes many current examples, which are handled in a politically equitable way. The outcome is a balanced approach to the theory and application of economics concepts.Principles of Microeconomics PDF and web view versions have been updated to include current FRED (Federal Reserve Economic) data.",hard,59
"generate question: Principles of Microeconomics 2e covers the scope and sequence of most introductory microeconomics courses. The text includes many current examples, which are handled in a politically equitable way. The outcome is a balanced approach to the theory and application of economics concepts. The second edition has been thoroughly revised to increase clarity, update data and current event impacts, and incorporate the feedback from many reviewers and adopters.Changes made in Principles of Microeco",What topics are covered in 'Principles of Microeconomics 2e'?,"Principles of Microeconomics 2e covers the scope and sequence of most introductory microeconomics courses. The text includes many current examples, which are handled in a politically equitable way. The outcome is a balanced approach to the theory and application of economics concepts. The second edition has been thoroughly revised to increase clarity, update data and current event impacts, and incorporate the feedback from many reviewers and adopters.Changes made in Principles of Microeco",hard,72
"generate question: Principles of Microeconomics 3e covers the scope and sequence of most one semester introductory microeconomics courses. The third edition takes a balanced approach to the theory and application of microeconomics concepts. The text uses conversational language and ample illustrations to explore economic theories, and provides a wide array of examples using both fictional and real-world applications. The third edition has been carefully and thoroughly updated to reflect recent developments,",What topics are covered in 'Principles of Microeconomics 3e'?,"Principles of Microeconomics 3e covers the scope and sequence of most one semester introductory microeconomics courses. The third edition takes a balanced approach to the theory and application of microeconomics concepts. The text uses conversational language and ample illustrations to explore economic theories, and provides a wide array of examples using both fictional and real-world applications. The third edition has been carefully and thoroughly updated to reflect recent developments,",hard,69
"generate question: Principles of Microeconomics for AP® Courses covers scope and sequence requirements for an Advanced Placement® microeconomics course and is listed on the College Board’s AP® example textbook list. The text includes many current examples, which are presented in a politically equitable way. The outcome is a balanced approach to the theory and application of economics concepts.Principles of Microeconomics for AP® Courses PDF and web view versions have been updated to include current FRED (Fe",What topics are covered in 'Principles of Microeconomics for AP® Courses'?,"Principles of Microeconomics for AP® Courses covers scope and sequence requirements for an Advanced Placement® microeconomics course and is listed on the College Board’s AP® example textbook list. The text includes many current examples, which are presented in a politically equitable way. The outcome is a balanced approach to the theory and application of economics concepts.Principles of Microeconomics for AP® Courses PDF and web view versions have been updated to include current FRED (Fe",hard,74
"generate question: Principles of Microeconomics for AP® Courses 2e covers the scope and sequence requirements for an Advanced Placement® microeconomics course and is listed on the College Board’s AP® example textbook list. The second edition includes many current examples and recent data from FRED (Federal Reserve Economic Data), which are presented in a politically equitable way. The outcome is a balanced approach to the theory and application of economics concepts.The second edition was developed with sig",What topics are covered in 'Principles of Microeconomics for AP® Courses 2e'?,"Principles of Microeconomics for AP® Courses 2e covers the scope and sequence requirements for an Advanced Placement® microeconomics course and is listed on the College Board’s AP® example textbook list. The second edition includes many current examples and recent data from FRED (Federal Reserve Economic Data), which are presented in a politically equitable way. The outcome is a balanced approach to the theory and application of economics concepts.The second edition was developed with sig",hard,74
generate question: Psychologia powstała z myślą o studentach jednosemestralnego kursu wstęp do psychologii. Podręcznik jest obszernym omówieniem wszystkich podstawowych zagadnień w ujęciu klasycznym z uwzględnieniem wiedzy najnowszej. Książka zawiera również opis zaburzeń psychicznych i wprowadza terminologię zgodną z DSM-5 oraz ICD. Wydanie jest polską adaptacją wydania drugiego aktualizowanego Psychology 2e OpenStax.Publikacja została dostosowana do potrzeb polskich studentów i wymogów na uczelniach w Pol,What topics are covered in 'Psychologia'?,Psychologia powstała z myślą o studentach jednosemestralnego kursu wstęp do psychologii. Podręcznik jest obszernym omówieniem wszystkich podstawowych zagadnień w ujęciu klasycznym z uwzględnieniem wiedzy najnowszej. Książka zawiera również opis zaburzeń psychicznych i wprowadza terminologię zgodną z DSM-5 oraz ICD. Wydanie jest polską adaptacją wydania drugiego aktualizowanego Psychology 2e OpenStax.Publikacja została dostosowana do potrzeb polskich studentów i wymogów na uczelniach w Pol,hard,61
"generate question: Psychology is designed to meet scope and sequence requirements for the single-semester introduction to psychology course. The book offers a comprehensive treatment of core concepts, grounded in both classic studies and current and emerging research. The text also includes coverage of the DSM-5 in examinations of psychological disorders. Psychology incorporates discussions that reflect the diversity within the discipline, as well as the diversity of cultures and communities across the glob",What topics are covered in 'Psychology'?,"Psychology is designed to meet scope and sequence requirements for the single-semester introduction to psychology course. The book offers a comprehensive treatment of core concepts, grounded in both classic studies and current and emerging research. The text also includes coverage of the DSM-5 in examinations of psychological disorders. Psychology incorporates discussions that reflect the diversity within the discipline, as well as the diversity of cultures and communities across the glob",hard,70
"generate question: Psychology 2e is designed to meet scope and sequence requirements for the single-semester introduction to psychology course. The book offers a comprehensive treatment of core concepts, grounded in both classic studies and current and emerging research. The text also includes coverage of the DSM-5 in examinations of psychological disorders. Psychology incorporates discussions that reflect the diversity within the discipline, as well as the diversity of cultures and communities across the g",What topics are covered in 'Psychology 2e'?,"Psychology 2e is designed to meet scope and sequence requirements for the single-semester introduction to psychology course. The book offers a comprehensive treatment of core concepts, grounded in both classic studies and current and emerging research. The text also includes coverage of the DSM-5 in examinations of psychological disorders. Psychology incorporates discussions that reflect the diversity within the discipline, as well as the diversity of cultures and communities across the g",hard,71
"generate question: This Statistics resource was developed under the guidance and support of experienced high school teachers and subject matter experts. It is presented here in multiple formats: PDF, online, and low-cost print. Statistics offers instruction in grade-level appropriate concepts and skills in a logical, engaging progression that begins with sampling and data and covers topics such as probability, random variables, the normal distribution, and hypothesis testing. This content was developed with",What topics are covered in 'Statistics'?,"This Statistics resource was developed under the guidance and support of experienced high school teachers and subject matter experts. It is presented here in multiple formats: PDF, online, and low-cost print. Statistics offers instruction in grade-level appropriate concepts and skills in a logical, engaging progression that begins with sampling and data and covers topics such as probability, random variables, the normal distribution, and hypothesis testing. This content was developed with",hard,70
